ARTINUMMER;ORIG;BEZEICH;BEZEICH2;GROSSE;FARBE;PREISFAKT;EK;VK;VK2;VK3;VK4;VK5;VK6;VK7;VK8;VK9;VK10;LVKDAT;UVBVK;DEK;EKMENGE;LEK;LEKDAT;INVDATUM;INVBEW;LPAND;ETIKETT;WG;LR;MATCH;EAN;KEYNUM;FKEYNUM;FMENGE;LAGER;MIN;MINWIN;MAX;SPERRMAX;NACHMENGE;NACHWIN;REKLAMA;BESTMENGE;RABATTGR;TEILEART;MWSTSCH;GEWICHT;RESERV;RABATT;ANMERK1;ANMERK2;BESTELLT;ANLAGEDAT;VPGR;PRAMIE;KALKBASIS;KALKUL;SPERRE;RABPREIS;BESTANDJN;LIEFERBAR;AUTOBEST;AUSLAUF;ARCHIV;INTERNET;INETDBT;IRABATT;WEITERE;KOMMISSION;PAKETTEIL;GERAETJN;KDZWANGJN;HATBILDER;RABATTJN;TIMESTAMP;BILDNUM;EINHMENGE;EINHTYP;ZOLLTARIF;ORIGIN;SHOPWGR;IBEZEICH;IFARBE;MARKE;IPLATZ;EBAYKAT;EBAYKAT2;INETDBT2;EBAYSKAT;EBAYSKAT2;EBAYADBT;EBAYZUST;EBAYTNO;VATYP;ASIN;RETURNFLAG;PMP;HAZARD;BLOCK;TBLOCK;VKZ;V01;V02;V03;V04;V05;V06;V07;V08;V09;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;VORJAHR;
4LS-14147-00-00;;O-RING;;;;0;3.16;6.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.07.10;5.38;1.53;0;0.00;02.07.10;21.12.15;1.84;19.01.19;3;500;1;4LS-14147-00-000;;4346;0;0;691;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;21.10.08;;0.00;V;0.00;N;;J;J;J;N;;N;34062;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4MA-25919-00-00;;STUTZE, BREMSBELAGPLATTE;;;;0;6.61;13.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.07.18;11.23;6.41;4;6.41;18.07.18;  .  .  ;0.00;19.01.19;3;500;1;4MA-25919-00-000;;9003;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;06.03.14;;0.00;V;0.00;N;;J;J;J;;N;N;53727;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2014031109:35:33;0;0.00;;;;0;;;;0;;;53728;;;;;0;0;;;;;;;;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4MJ-E4445-00-00;;GUMMITULLE;;;;0;0.68;1.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;09.08.18;1.15;0.49;0;0.00;24.10.01;21.12.15;0.10;19.01.19;3;500;1;4MJ-E4445-00-000;;3312;0;0;2564;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;34063;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4MJ-F8371-00-00;;DAMPFER;;;;0;0.80;1.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.06.97;1.36;0.59;0;0.00;25.06.97;21.12.15;0.31;19.01.19;3;500;1;4MJ-F8371-00-000;;2687;0;0;2315;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34064;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4MJ-H2552-00-00;;KAPPE, SCHALTER;;;;0;1.94;4.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.06.03;3.30;0.91;0;0.00;07.06.03;21.12.15;0.44;19.01.19;3;500;1;4MJ-H2552-00-000;;2690;0;0;10105;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34065;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4MJ-H3312-10-00;;3CHUTZGLAS, BLINKER;;;;0;6.75;14.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;12.17;2.76;0;0.00;19.12.97;21.12.15;1.13;19.01.19;3;500;1;4MJ-H3312-10-000;;2848;0;0;851;0;0;0;0;0;0;0;1;Q;NC;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34066;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4MJ-H3332-00-00;;SCHUTZGLAS, BLINKER;;;;0;6.61;14.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;06.06.08;11.92;3.14;0;0.00;05.06.08;21.12.15;4.09;19.01.19;3;500;1;4MJ-H3332-00-000;;2674;0;0;834;0;0;0;0;0;0;0;1;Q;NC;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34067;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4MJ-H3342-00-00;;SCHUTZGLAS, BLINKER 2;;;;0;6.61;14.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.04.03;11.92;3.02;0;0.00;05.06.08;21.12.15;3.41;19.01.19;3;500;1;4MJ-H3342-00-000;;2675;0;0;831;0;0;0;0;0;0;0;1;Q;NC;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34068;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4MJ-H3350-00-00;;BLINKERRELAIS KOMPL.;;;;0;44.97;85.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.09.13;74.33;17.35;1;17.35;07.09.13;  .  .  ;0.00;19.01.19;3;500;1;4MJ-H3350-00-000;;8592;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;Automatisch aufgenommen;;0;06.09.13;;0.00;V;0.00;N;;J;N;J;;N;N;51618;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2013090709:07:31;0;0.00;;;;0;;;;0;;;51619;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4MJ-H3922-00-00;;HEBEL 2;;;;0;7.90;17.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.07.03;14.24;5.24;0;0.00;22.04.97;21.12.15;2.03;19.01.19;3;500;1;4MJ-H3922-00-000;;2522;0;0;763;0;0;0;0;0;0;0;1;Q;NC;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34069;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4MJ-H5753-00-00;;DICHTUNG, GEBER;;;;0;1.02;2.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;01.07.08;1.74;0.42;0;0.00;08.07.98;21.12.15;0.19;19.01.19;3;500;1;4MJ-H5753-00-000;;2908;0;0;1091;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34070;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4ML-W0047-00-00;;BREMSSATTEL-DICHTUNGSSATZ;;;;0;27.42;59.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.03.14;49.43;28.07;2;28.07;14.03.14;  .  .  ;0.00;19.01.19;3;500;1;4ML-W0047-00-000;;8932;0;0;;0;0;0;0;0;0;0;0;Q;NC;1;0.00;0.00;0;;;0;05.02.14;;0.00;V;0.00;N;;J;J;J;;N;N;53306;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2014031408:18:08;0;0.00;;;;0;;;;0;;;53307;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4MX-14115-00-00;;VERSCHLUSSCHRAUBE;;;;0;13.58;27.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;09.02.12;23.09;11.28;1;11.28;08.02.12;  .  .  ;0.00;19.01.19;3;500;1;4MX-14115-00-000;;5057;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;06.02.12;;0.00;V;0.00;N;;J;J;J;;N;N;36293;0.00;JJ0NNNJNN;N;N;N;N;N;J;2012020916:41:30;0;0.00;;;;0;;;;0;;;36294;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4MX-14392-00-00;;VENTIL, NADEL;;;;0;11.59;23.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.08.17;19.71;11.21;1;11.21;03.08.17;  .  .  ;0.00;19.01.19;3;500;1;4MX-14392-00-000;;12622;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;27.07.17;1;0.00;V;0.00;N;;J;J;J;;N;N;78765;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2017072710:37:43;0;0.00;;;;0;;;;0;;;78766;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
4MX-14561-00-00;;O-RING;;;;0;4.70;9.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.08.17;8.00;4.57;2;4.57;03.08.17;  .  .  ;0.00;19.01.19;3;500;1;4MX-14561-00-000;;5058;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;06.02.12;;0.00;V;0.00;N;;J;J;J;;N;N;36295;0.00;JJ0NNNJNN;N;N;N;N;N;J;2012020916:41:30;0;0.00;;;;0;;;;0;;;36296;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
4MY-83350-01-00;;BLINKERRELAIS KOMPL.;;;;0;46.67;88.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.08.06;77.14;13.48;0;0.00;22.01.07;21.12.15;12.94;19.01.19;3;500;1;4MY-83350-01-000;;2649;0;0;2545;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34071;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4MY-Y283V-00-33;;TAFEL 2;;;;0;149.56;284.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;05.12.14;247.19;167.10;1;167.10;01.10.14;11.12.14;167.10;19.01.19;3;500;1;4MY-Y283V-00-330;;8869;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;;;0;21.01.14;;0.00;V;0.00;N;;J;N;J;;N;N;53119;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2014100109:41:36;0;0.00;;;;0;;;;0;;;53120;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4N0-83516-00-00;;GLUHLAMPE;;;;0;1.94;4.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.05.14;3.30;1.41;10;1.41;09.05.14;  .  .  ;0.00;19.01.19;3;500;1;4N0-83516-00-000;;9236;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;;;0;05.05.14;;0.00;V;0.00;N;;J;J;J;;N;N;56327;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2014051013:00:52;0;0.00;;;;0;;;;0;;;56328;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NB-26280-00-00;4NB262800000;RUCKBLICKSPIEGEL KOMPL (L);;;;0;48.44;100.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.03.15;87.33;43.42;1;43.42;13.03.15;  .  .  ;0.00;19.01.19;3;500;1;4NB-26280-00-000;;10331;0;0;;0;0;0;0;1;0;0;0;Q;NC;1;0.00;0.00;0;;;0;11.03.15;;0.00;V;0.00;N;;J;J;J;;N;N;61779;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2015031308:32:26;0;0.00;;;;0;;;;0;;;61780;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NB-F629T-00-00;;BOOT 1;;;;0;0.68;1.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29.08.01;1.15;0.42;0;0.00;29.08.01;21.12.15;0.19;19.01.19;3;500;1;4NB-F629T-00-000;;3401;0;0;2531;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34072;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NB-F629U-00-00;;BOOT 2;;;;0;0.84;1.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29.08.01;1.43;0.42;0;0.00;29.08.01;21.12.15;0.17;19.01.19;3;500;1;4NB-F629U-00-000;;3402;0;0;2531;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;34073;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NB-F7111-02-00;4NBF71110200;HAUPTSTANDER;;;;0;69.85;132.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;05.06.15;115.45;64.24;1;64.24;03.06.15;  .  .  ;0.00;19.01.19;3;500;1;4NB-F7111-02-000;;10658;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;;;0;30.05.15;;0.00;V;0.00;N;;J;J;J;;N;N;65150;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2015060308:21:25;0;0.00;;;;0;;;;0;;;65151;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NK-14327-00-00;;SCHRAUBE;;;;0;0.92;2.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;1.56;0.00;0;0.00;  .  .  ;  .  .  ;0.00;19.01.19;3;500;1;4NK-14327-00-000;;13441;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;13.08.18;1;0.00;V;0.00;N;;J;J;J;;;N;85215;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2018081310:20:39;0;0.00;;;;0;;;;0;;;85216;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NK-14451-00-00;;ELEMENT, LUFTFILTER;;;;0;24.84;59.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.07.16;49.27;32.38;0;0.00;08.09.05;21.12.15;6.47;19.01.19;3;500;1;4NK-14451-00-000;;2849;0;0;43;0;0;0;0;0;0;0;1;A;K2;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;34074;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2016071309:58:41;0;0.00;;;;0;;;;0;;;45995;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NK-15462-00-00;;DICHTUNG, KURBELGEHAUSEDECK;;;;0;17.31;34.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.02.03;28.61;7.97;0;0.00;10.05.11;21.12.15;7.75;19.01.19;3;500;1;4NK-15462-00-000;;3568;0;0;242;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34075;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012121011:36:11;0;0.00;;;;0;;;;0;;;46510;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NK-23193-00-00;;MANSCHETTENFUHRUNG;;;;0;8.03;16.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;13.65;4.11;0;0.00;09.05.03;21.12.15;2.17;19.01.19;3;500;1;4NK-23193-00-000;;3590;0;0;2083;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34076;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NK-24728-00-00;;KONSOLE, SITZ;;;;0;4.48;9.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.10.13;7.62;3.29;1;3.29;01.10.13;  .  .  ;0.00;19.01.19;3;500;1;4NK-24728-00-000;;8653;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;28.09.13;;0.00;V;0.00;N;;J;J;J;;N;N;52019;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2013100110:29:52;0;0.00;;;;0;;;;0;;;52020;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NK-26240-00-00;;GRIFF KOMPL.;;;;0;38.74;73.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.07.08;64.03;28.29;0;0.00;25.07.08;21.12.15;27.11;19.01.19;3;500;1;4NK-26240-00-000;;3084;0;0;2053;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34077;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NK-26241-00-00;;GRIFF (L);;;;0;13.80;27.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.07.08;22.80;9.77;0;0.00;25.07.08;21.12.15;11.49;19.01.19;3;500;1;4NK-26241-00-000;;2936;0;0;2063;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34078;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NK-2635J-00-00;;CAP 2;;;;0;12.33;25.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.09.16;20.96;12.93;1;10.27;14.09.16;21.12.15;0.00;19.01.19;3;500;1;4NK-2635J-00-000;;3023;0;0;2072;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;34079;0.00;NN;;N;N;N;;;2016091408:05:21;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NK-8358J-00-00;;SCHALTER, INSTR. REGLER;;;;0;78.84;154.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;134.03;61.48;1;61.48;24.04.12;  .  .  ;0.00;19.01.19;3;500;1;4NK-8358J-00-000;;5742;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;24.04.12;;0.00;V;0.00;N;;J;J;J;;N;N;39125;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012042416:07:40;0;0.00;;;;0;;;;0;;;39126;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NK-84315-00-00;;RINGKRANZ, SCHEINWERFER;;;;0;51.31;97.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29.05.12;84.81;51.11;1;51.11;22.05.12;  .  .  ;0.00;19.01.19;3;500;1;4NK-84315-00-000;;5963;0;0;;0;0;0;0;0;0;0;0;AA;SN;1;0.00;0.00;0;Automatisch aufgenommen;;0;19.05.12;;0.00;V;0.00;N;;J;J;J;;N;N;40262;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012052914:21:51;0;0.00;;;;0;;;;0;;;40263;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NK-W0045-01-00;;BREMSBELAGSATZ;;;;0;24.39;58.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;03.07.15;48.37;33.66;0;0.00;15.06.07;09.06.15;20.19;19.01.19;3;500;1;4NK-W0045-01-000;;3074;0;0;342;0;0;0;0;0;0;0;1;A;K5;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;34080;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2015070309:30:35;0;0.00;;;;0;;;;0;;;60778;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NK-W0046-00-00;;BREMSBELAGSATZ, 2;;;;0;27.52;62.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;03.07.15;54.57;33.66;0;0.00;22.01.04;09.06.15;6.73;19.01.19;3;500;1;4NK-W0046-00-000;;3108;0;0;342;1;0;0;0;1;0;0;1;A;K5;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;34081;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2015070218:20:26;0;0.00;;;;0;;;;0;;;66034;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NR-14185-00-00;;SCHWIMMER;;;;0;32.18;63.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;54.70;5.61;0;0.00;  .  .  ;21.12.15;13.67;19.01.19;3;500;1;4NR-14185-00-000;;3208;0;0;10106;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34082;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NX-11181-00-00;;DICHTUNG, ZYLINDERKOPF 1;;;;0;44.52;84.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.09.17;73.59;43.08;1;43.08;08.09.17;  .  .  ;0.00;19.01.19;3;500;1;4NX-11181-00-000;;12747;0;0;;0;0;0;0;1;0;0;0;AA;SN;1;0.00;0.00;0;;;0;05.09.17;1;0.00;V;0.00;N;;J;J;J;;N;N;79745;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2017090509:25:17;0;0.00;;;;0;;;;0;;;79746;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
4NX-14451-00-00;;ELEMENT, LUFTFILTER;;;;0;16.51;39.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.02.06;32.74;9.78;0;0.00;03.02.06;21.12.15;3.93;19.01.19;3;500;1;4NX-14451-00-000;;2585;0;0;41;0;0;0;0;0;0;0;1;A;K2;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;34083;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012112817:22:06;0;0.00;;;;0;;;;0;;;46000;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NX-1490J-00-00;;NADELSATZ;;;;0;28.52;58.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;06.11.13;48.48;39.72;2;39.72;06.11.13;  .  .  ;0.00;19.01.19;3;500;1;4NX-1490J-00-000;;8739;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;05.11.13;;0.00;V;0.00;N;;J;J;J;;N;N;52536;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2013110609:32:43;0;0.00;;;;0;;;;0;;;52537;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4NX-15462-01-00;;DICHTUNG, KURBELGEHAUSEDECK;;;;0;12.66;25.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.09.17;20.93;8.38;1;8.38;12.08.15;21.12.15;8.38;19.01.19;3;500;1;4NX-15462-01-000;;2816;0;0;241;0;0;0;0;0;0;0;1;AA;SN;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;34084;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2015081207:58:06;0;0.00;;;;0;;;;0;;;46481;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
